id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,rating
e20200764,Female,disloyal Customer,24,Business travel,Eco,303,0,4,0,2,3,0,3,3,2,2,2,4,4,3,0,0,satisfied,8
e20200765,Male,Loyal Customer,60,Personal Travel,Eco Plus,67,1,5,1,3,5,1,5,5,5,3,4,5,5,5,25,16,neutral or dissatisfied,3
e20200766,Male,disloyal Customer,23,Business travel,Eco,862,3,4,4,3,4,4,4,4,1,5,3,3,3,4,1,33,neutral or dissatisfied,9
e20200767,Male,Loyal Customer,37,Personal Travel,Eco Plus,223,3,5,0,2,4,0,4,4,3,5,5,3,5,4,0,0,neutral or dissatisfied,4
e20200768,Male,Loyal Customer,49,Business travel,Business,569,2,2,2,2,2,5,4,4,4,4,4,3,4,4,0,0,satisfied,2
e20200769,Male,Loyal Customer,62,Personal Travel,Eco,2475,3,2,2,3,1,2,1,1,3,2,3,3,2,1,0,0,neutral or dissatisfied,7
e20200770,Male,Loyal Customer,56,Business travel,Business,1835,2,3,3,3,2,3,2,2,2,2,2,2,2,1,0,33,neutral or dissatisfied,5
e20200771,Female,disloyal Customer,25,Business travel,Eco,1444,3,3,3,3,4,3,4,4,1,4,4,4,4,4,0,0,neutral or dissatisfied,2
e20200772,Female,Loyal Customer,49,Business travel,Eco Plus,346,2,3,3,3,2,2,5,2,2,2,2,3,2,2,9,0,satisfied,2
e20200773,Male,Loyal Customer,32,Personal Travel,Eco,1546,2,5,2,2,3,2,3,3,4,2,5,4,5,3,20,5,neutral or dissatisfied,9
e20200774,Male,Loyal Customer,25,Business travel,Eco,846,4,4,4,4,4,4,3,4,5,4,3,2,1,4,10,0,satisfied,1
e20200775,Male,Loyal Customer,55,Business travel,Eco,459,3,4,4,4,3,3,3,3,4,1,2,4,2,3,50,69,neutral or dissatisfied,8
e20200776,Female,Loyal Customer,50,Business travel,Business,2731,4,4,4,4,3,4,5,5,5,5,5,3,5,4,0,0,satisfied,7
e20200777,Male,Loyal Customer,39,Business travel,Business,2040,3,3,3,3,3,4,5,5,5,5,5,5,5,3,0,0,satisfied,8
e20200778,Female,Loyal Customer,42,Business travel,Business,1971,4,4,4,4,4,4,5,5,5,5,4,3,5,5,0,5,satisfied,9
e20200779,Male,Loyal Customer,52,Business travel,Business,3807,1,3,3,3,1,4,3,3,3,3,1,2,3,3,0,0,neutral or dissatisfied,4
e20200780,Female,Loyal Customer,57,Business travel,Business,2446,2,3,3,3,2,2,2,1,4,3,4,2,2,2,54,49,neutral or dissatisfied,9
e20200781,Female,disloyal Customer,34,Business travel,Eco,1142,2,2,2,4,2,2,4,1,4,3,3,4,4,4,4,26,neutral or dissatisfied,2
e20200782,Male,disloyal Customer,22,Business travel,Business,395,5,3,5,3,5,5,5,5,5,2,4,4,4,5,8,0,satisfied,8
e20200783,Female,Loyal Customer,42,Business travel,Business,160,2,2,5,2,3,4,5,5,5,5,5,3,5,4,0,0,satisfied,7
e20200784,Female,Loyal Customer,61,Personal Travel,Eco,588,1,2,1,3,1,3,3,5,5,1,2,3,5,1,0,0,neutral or dissatisfied,2
e20200785,Female,Loyal Customer,40,Business travel,Business,937,2,2,2,2,4,3,2,2,2,2,2,3,2,3,0,0,satisfied,1
e20200786,Female,Loyal Customer,55,Business travel,Business,3275,2,1,3,1,3,3,4,2,2,2,2,4,2,2,0,0,neutral or dissatisfied,6
e20200787,Male,Loyal Customer,66,Personal Travel,Eco,484,3,2,4,4,2,4,2,2,3,3,2,2,3,2,2,0,neutral or dissatisfied,4
e20200788,Male,disloyal Customer,26,Business travel,Business,678,1,1,1,1,4,1,4,4,5,5,5,4,4,4,0,0,neutral or dissatisfied,1
e20200789,Female,disloyal Customer,43,Business travel,Eco,358,2,5,1,1,5,1,5,5,1,4,2,4,5,5,0,45,neutral or dissatisfied,4
e20200790,Female,Loyal Customer,24,Personal Travel,Eco,605,2,4,2,4,2,2,5,2,5,4,5,3,5,2,0,0,neutral or dissatisfied,5
e20200791,Male,Loyal Customer,60,Business travel,Business,594,4,4,4,4,3,4,4,5,5,5,5,3,5,4,7,27,satisfied,6
e20200792,Female,disloyal Customer,17,Business travel,Eco,876,2,2,2,4,2,2,2,2,3,1,3,4,4,2,2,0,neutral or dissatisfied,4
e20200793,Female,disloyal Customer,22,Business travel,Eco,1249,2,2,2,4,2,2,2,4,1,1,3,2,3,2,144,142,neutral or dissatisfied,2
e20200794,Female,Loyal Customer,27,Personal Travel,Eco,992,3,4,3,4,4,3,4,4,4,5,4,3,4,4,0,0,neutral or dissatisfied,1
e20200795,Female,Loyal Customer,43,Business travel,Business,3967,3,4,4,4,1,4,3,3,3,3,3,4,3,4,0,2,neutral or dissatisfied,2
e20200796,Male,Loyal Customer,46,Business travel,Eco,764,5,4,4,4,5,5,5,5,4,1,4,4,2,5,39,58,satisfied,5
e20200797,Male,Loyal Customer,40,Business travel,Eco,588,5,1,1,1,5,5,5,5,1,4,3,3,5,5,0,0,satisfied,2
e20200798,Male,Loyal Customer,68,Personal Travel,Eco,630,2,4,2,2,1,2,1,1,3,1,1,1,1,1,4,1,neutral or dissatisfied,6
e20200799,Female,Loyal Customer,42,Business travel,Eco,510,2,1,1,1,1,3,4,2,2,2,2,4,2,4,112,100,neutral or dissatisfied,5
e20200800,Female,Loyal Customer,44,Business travel,Business,3954,1,1,1,1,4,5,5,5,5,5,5,5,5,5,0,0,satisfied,3
e20200801,Male,Loyal Customer,44,Personal Travel,Eco,528,1,3,1,5,1,1,1,1,2,1,5,5,3,1,20,8,neutral or dissatisfied,4
e20200802,Male,Loyal Customer,29,Business travel,Business,1963,5,5,5,5,4,4,4,4,4,3,5,3,4,4,0,0,satisfied,1
e20200803,Male,Loyal Customer,50,Business travel,Business,3548,2,2,2,2,5,4,4,5,5,5,5,4,5,3,0,0,satisfied,5
e20200804,Female,disloyal Customer,37,Business travel,Eco,308,2,0,2,1,5,2,5,5,2,2,3,1,5,5,0,3,neutral or dissatisfied,9
e20200805,Male,disloyal Customer,33,Business travel,Business,731,2,1,1,4,3,1,2,3,4,4,4,5,4,3,0,0,neutral or dissatisfied,4
e20200806,Female,Loyal Customer,58,Business travel,Eco Plus,229,4,5,5,5,4,4,1,4,4,4,4,1,4,4,63,75,satisfied,9
e20200807,Female,Loyal Customer,26,Personal Travel,Eco,908,3,4,3,4,2,3,2,2,2,3,5,1,1,2,0,0,neutral or dissatisfied,7
e20200808,Male,Loyal Customer,49,Business travel,Business,2537,3,3,3,3,2,5,5,4,4,4,4,3,4,3,0,0,satisfied,8
e20200809,Female,Loyal Customer,22,Business travel,Eco,304,5,1,1,1,5,5,5,5,5,5,4,2,1,5,0,0,satisfied,6
e20200810,Male,Loyal Customer,50,Business travel,Business,189,0,5,0,1,5,5,4,3,3,3,3,4,3,5,56,61,satisfied,9
e20200811,Male,disloyal Customer,22,Business travel,Business,447,0,1,0,2,2,0,2,2,3,2,4,3,4,2,0,0,satisfied,3
e20200812,Female,Loyal Customer,41,Business travel,Eco,373,5,2,2,2,5,5,5,5,2,5,4,3,2,5,0,0,satisfied,1
e20200813,Female,Loyal Customer,11,Personal Travel,Business,1020,2,2,2,3,2,2,1,2,1,1,4,3,4,2,2,0,neutral or dissatisfied,7
e20200814,Female,Loyal Customer,59,Business travel,Eco,1562,5,1,1,1,1,4,1,5,5,5,5,1,5,4,35,27,satisfied,8
e20200815,Female,Loyal Customer,41,Business travel,Business,2139,3,3,3,3,2,5,5,4,4,5,4,5,4,4,19,23,satisfied,9
e20200816,Female,Loyal Customer,56,Personal Travel,Eco,409,3,5,5,5,4,5,4,4,4,5,4,5,4,5,36,38,neutral or dissatisfied,4
e20200817,Female,Loyal Customer,31,Business travel,Business,2918,4,4,4,4,5,4,5,5,5,2,5,3,5,5,12,6,satisfied,8
e20200818,Male,Loyal Customer,27,Business travel,Business,3657,3,3,4,3,5,5,5,5,4,3,4,4,5,5,31,33,satisfied,2
e20200819,Female,disloyal Customer,56,Business travel,Business,179,4,4,4,4,4,4,4,4,3,4,4,3,5,4,0,0,neutral or dissatisfied,3
e20200820,Female,Loyal Customer,38,Business travel,Business,2318,1,0,0,3,5,3,3,2,2,0,1,4,2,3,0,0,neutral or dissatisfied,8
e20200821,Male,Loyal Customer,56,Personal Travel,Eco,220,3,3,3,1,2,3,2,2,1,3,5,3,3,2,29,22,neutral or dissatisfied,2
e20200822,Female,Loyal Customer,56,Business travel,Business,431,3,4,4,4,4,2,3,3,3,3,3,4,3,2,0,5,neutral or dissatisfied,7
e20200823,Male,disloyal Customer,25,Business travel,Eco,495,4,5,4,4,3,4,3,3,3,3,3,4,3,3,0,0,neutral or dissatisfied,6
e20200824,Female,Loyal Customer,47,Business travel,Business,528,2,2,2,2,5,5,4,4,4,4,4,4,4,4,0,0,satisfied,3
e20200825,Male,Loyal Customer,72,Business travel,Eco Plus,1204,2,4,4,4,2,2,2,2,2,1,3,1,3,2,55,34,neutral or dissatisfied,3
e20200826,Male,Loyal Customer,43,Business travel,Business,1371,4,4,4,4,3,4,4,3,3,4,3,5,3,5,4,3,satisfied,5
e20200827,Male,Loyal Customer,27,Personal Travel,Eco,391,2,5,2,5,1,2,1,1,3,4,5,4,5,1,1,0,neutral or dissatisfied,6
e20200828,Male,Loyal Customer,39,Business travel,Business,1724,0,3,0,1,1,2,3,4,4,4,4,3,4,4,0,0,satisfied,4
e20200829,Female,Loyal Customer,11,Personal Travel,Eco,2378,2,4,2,1,3,2,3,3,4,2,4,5,1,3,0,0,neutral or dissatisfied,9
e20200830,Male,disloyal Customer,21,Business travel,Eco,187,3,4,3,4,4,3,4,4,3,4,5,5,4,4,71,66,neutral or dissatisfied,8
e20200831,Male,Loyal Customer,43,Business travel,Eco Plus,1190,5,1,1,1,5,5,5,5,5,2,3,4,3,5,118,100,satisfied,5
e20200832,Female,Loyal Customer,47,Business travel,Business,3391,1,1,1,1,4,4,4,5,5,5,5,2,5,1,0,14,satisfied,8
e20200833,Male,Loyal Customer,40,Personal Travel,Eco,733,1,2,1,3,3,1,3,3,4,5,3,4,2,3,0,0,neutral or dissatisfied,7
e20200834,Female,Loyal Customer,52,Business travel,Business,458,3,3,3,3,4,2,3,4,4,4,4,4,4,1,3,12,satisfied,2
e20200835,Male,disloyal Customer,38,Business travel,Business,271,1,1,1,3,5,1,5,5,4,4,3,3,4,5,0,0,neutral or dissatisfied,9
e20200836,Male,Loyal Customer,66,Business travel,Business,2243,0,0,0,4,2,5,5,4,4,4,4,3,4,4,0,0,satisfied,6
e20200837,Female,Loyal Customer,44,Business travel,Business,1788,3,3,3,3,3,3,4,5,5,5,5,5,5,5,0,0,satisfied,8
e20200838,Female,Loyal Customer,42,Personal Travel,Eco,468,2,4,2,1,1,2,5,1,1,2,1,2,1,3,0,0,neutral or dissatisfied,1
e20200839,Male,disloyal Customer,39,Business travel,Business,689,1,1,1,3,3,1,3,3,3,5,4,3,5,3,1,0,neutral or dissatisfied,3
e20200840,Female,Loyal Customer,55,Business travel,Business,1849,3,3,3,3,5,4,5,3,3,3,3,4,3,5,0,0,satisfied,4
e20200841,Female,Loyal Customer,8,Personal Travel,Eco Plus,794,2,4,2,4,5,2,5,5,4,2,4,4,5,5,11,7,neutral or dissatisfied,5
e20200842,Female,Loyal Customer,50,Business travel,Business,3455,0,5,0,4,2,5,5,4,4,4,4,3,4,3,0,0,satisfied,9
e20200843,Female,Loyal Customer,58,Business travel,Business,1958,1,1,1,1,2,1,1,5,5,5,5,4,5,5,13,18,satisfied,4
e20200844,Female,Loyal Customer,41,Business travel,Business,502,4,4,4,4,4,5,5,5,5,5,5,5,5,5,0,0,satisfied,8
e20200845,Female,Loyal Customer,18,Personal Travel,Eco,447,2,3,2,3,3,2,3,3,4,5,3,1,3,3,0,0,neutral or dissatisfied,3
e20200846,Male,Loyal Customer,30,Personal Travel,Eco,163,3,5,3,5,5,3,5,5,2,1,2,5,2,5,0,2,neutral or dissatisfied,3
e20200847,Female,Loyal Customer,19,Personal Travel,Eco,601,2,4,2,2,1,2,1,1,3,2,4,3,4,1,46,39,neutral or dissatisfied,8
e20200848,Male,disloyal Customer,25,Business travel,Business,403,2,5,2,5,4,2,4,4,3,2,4,5,5,4,20,1,neutral or dissatisfied,5
e20200849,Male,Loyal Customer,58,Personal Travel,Eco,631,3,1,2,2,1,2,1,1,1,1,3,4,2,1,0,0,neutral or dissatisfied,1
e20200850,Male,Loyal Customer,23,Business travel,Business,1448,1,1,1,1,3,4,3,3,3,2,5,4,5,3,0,0,satisfied,9
e20200851,Female,Loyal Customer,49,Personal Travel,Eco,1013,3,3,3,3,5,2,2,4,4,3,4,3,4,4,31,22,neutral or dissatisfied,8
e20200852,Female,Loyal Customer,18,Personal Travel,Eco,581,3,5,3,3,2,3,2,2,5,3,4,3,5,2,56,56,neutral or dissatisfied,6
e20200853,Female,Loyal Customer,26,Personal Travel,Eco,403,3,4,2,3,2,2,2,2,3,5,4,5,5,2,53,36,neutral or dissatisfied,3
e20200854,Female,Loyal Customer,50,Business travel,Eco,421,4,4,4,4,2,3,4,4,4,4,4,4,4,1,27,20,satisfied,2
e20200855,Female,Loyal Customer,32,Business travel,Business,3066,4,4,4,4,5,5,5,5,5,4,5,3,4,5,0,0,satisfied,5
e20200856,Female,Loyal Customer,70,Business travel,Eco,315,5,5,5,5,1,5,4,5,5,5,5,4,5,5,0,0,satisfied,5
e20200857,Male,Loyal Customer,14,Personal Travel,Eco,377,3,5,3,2,1,3,1,1,4,5,4,5,4,1,0,0,neutral or dissatisfied,8
e20200858,Male,Loyal Customer,56,Business travel,Business,1886,1,1,1,1,4,5,4,5,5,5,5,4,5,5,0,0,satisfied,1
e20200859,Female,Loyal Customer,70,Business travel,Business,1810,3,5,5,5,5,4,3,5,5,4,3,4,5,3,0,12,neutral or dissatisfied,3
e20200860,Male,Loyal Customer,22,Personal Travel,Eco,253,3,5,0,2,2,0,2,2,5,3,5,4,2,2,113,103,neutral or dissatisfied,9
e20200861,Female,Loyal Customer,37,Business travel,Eco,320,5,5,5,5,5,5,5,5,1,2,4,1,3,5,0,0,satisfied,6
e20200862,Female,Loyal Customer,24,Business travel,Business,1013,3,3,3,3,3,3,3,3,1,1,2,2,2,3,25,13,satisfied,9
e20200863,Female,Loyal Customer,33,Personal Travel,Eco,2602,1,4,1,4,1,3,3,4,4,5,4,3,5,3,1,13,neutral or dissatisfied,4
e20200864,Female,Loyal Customer,37,Personal Travel,Eco,761,2,5,2,3,3,2,4,3,4,5,4,4,5,3,2,0,neutral or dissatisfied,5
e20200865,Male,Loyal Customer,70,Personal Travel,Eco,2173,1,5,1,3,4,1,4,4,4,5,4,5,4,4,30,55,neutral or dissatisfied,8
e20200866,Male,disloyal Customer,36,Business travel,Eco,292,1,0,1,4,1,1,1,1,1,5,4,1,3,1,5,1,neutral or dissatisfied,9
e20200867,Male,Loyal Customer,32,Personal Travel,Eco,612,1,5,1,4,4,1,4,4,5,2,5,2,4,4,67,93,neutral or dissatisfied,9
e20200868,Female,Loyal Customer,8,Personal Travel,Eco,594,3,1,4,2,3,4,4,3,3,1,3,4,3,3,37,46,neutral or dissatisfied,6
e20200869,Male,Loyal Customer,26,Business travel,Eco,1085,4,5,2,5,4,3,3,4,3,5,4,1,3,4,94,86,neutral or dissatisfied,2
e20200870,Female,Loyal Customer,51,Business travel,Business,3993,1,1,1,1,4,5,4,4,4,4,4,3,4,4,8,0,satisfied,6
e20200871,Male,Loyal Customer,47,Business travel,Eco Plus,449,1,1,1,1,1,1,1,1,1,2,3,4,3,1,0,0,neutral or dissatisfied,5
e20200872,Female,Loyal Customer,36,Personal Travel,Eco,226,2,5,2,4,2,2,2,2,3,3,4,4,4,2,0,0,neutral or dissatisfied,8
e20200873,Male,Loyal Customer,25,Business travel,Business,1947,3,4,5,5,3,2,3,3,3,3,4,4,4,3,0,0,neutral or dissatisfied,7
e20200874,Male,Loyal Customer,51,Business travel,Business,2248,1,1,1,1,3,4,5,5,5,5,5,5,5,5,1,8,satisfied,6
e20200875,Female,Loyal Customer,49,Personal Travel,Eco,1023,1,4,1,4,1,2,2,2,2,1,2,3,2,3,0,0,neutral or dissatisfied,5
e20200876,Male,Loyal Customer,44,Business travel,Business,783,1,1,1,1,5,5,5,2,2,2,2,5,2,3,3,4,satisfied,2
e20200877,Male,Loyal Customer,31,Business travel,Business,1076,5,5,5,5,4,4,4,4,2,2,5,5,4,4,13,44,satisfied,2
e20200878,Male,Loyal Customer,27,Business travel,Business,3534,5,5,5,5,4,4,4,4,4,4,5,5,5,4,0,0,satisfied,8
e20200879,Female,disloyal Customer,27,Business travel,Eco,589,2,0,2,2,3,2,3,3,4,2,2,3,5,3,0,0,neutral or dissatisfied,4
e20200880,Male,Loyal Customer,52,Business travel,Business,3885,2,2,2,2,2,5,5,5,5,5,5,5,5,4,0,0,satisfied,3
e20200881,Male,Loyal Customer,55,Business travel,Eco,667,1,1,1,1,1,1,1,1,4,1,3,4,3,1,25,27,neutral or dissatisfied,8
e20200882,Female,Loyal Customer,64,Personal Travel,Eco,277,2,2,2,2,5,3,3,1,1,2,1,3,1,1,8,1,neutral or dissatisfied,5
e20200883,Female,Loyal Customer,8,Personal Travel,Eco,354,3,2,3,4,3,3,3,3,2,4,4,1,3,3,0,0,neutral or dissatisfied,5
e20200884,Female,Loyal Customer,37,Business travel,Business,145,3,5,5,5,4,3,4,3,3,3,3,4,3,1,0,0,neutral or dissatisfied,3
e20200885,Male,Loyal Customer,44,Personal Travel,Eco,547,3,5,3,3,1,3,1,1,1,4,1,2,2,1,28,31,neutral or dissatisfied,4
e20200886,Male,Loyal Customer,41,Personal Travel,Eco,1182,3,5,3,4,2,3,2,2,5,3,5,5,4,2,0,0,neutral or dissatisfied,1
e20200887,Female,Loyal Customer,37,Personal Travel,Eco,679,2,4,2,3,3,2,3,3,4,3,5,4,4,3,10,20,neutral or dissatisfied,4
e20200888,Female,Loyal Customer,59,Personal Travel,Eco,1471,1,5,1,1,2,4,4,3,3,1,3,4,3,3,0,44,neutral or dissatisfied,8
e20200889,Female,Loyal Customer,43,Personal Travel,Eco,372,4,0,4,3,4,4,4,4,4,4,4,3,4,4,0,0,neutral or dissatisfied,6
e20200890,Female,disloyal Customer,25,Business travel,Business,1318,5,1,5,1,4,5,4,4,4,2,3,3,4,4,8,0,satisfied,1
e20200891,Female,Loyal Customer,54,Business travel,Business,737,4,4,4,4,3,5,4,5,5,5,5,5,5,3,0,3,satisfied,9
e20200892,Male,Loyal Customer,58,Personal Travel,Eco,589,4,1,4,4,4,4,4,4,1,3,4,2,4,4,29,17,neutral or dissatisfied,8
e20200893,Male,Loyal Customer,46,Business travel,Eco,954,2,2,2,2,2,2,2,2,5,4,2,2,4,2,0,0,satisfied,4
e20200894,Female,Loyal Customer,39,Business travel,Eco,399,4,2,2,2,4,4,4,4,4,3,1,5,2,4,0,0,satisfied,7
e20200895,Female,Loyal Customer,58,Business travel,Business,2475,2,2,3,2,4,5,5,4,4,4,4,4,4,5,0,0,satisfied,4
e20200896,Male,Loyal Customer,10,Business travel,Eco,868,2,4,4,4,2,3,2,3,1,4,3,2,2,2,315,307,neutral or dissatisfied,5
e20200897,Female,Loyal Customer,16,Business travel,Business,3494,3,1,1,1,3,3,3,3,1,2,3,2,4,3,0,0,neutral or dissatisfied,6
e20200898,Male,Loyal Customer,43,Business travel,Business,488,4,4,4,4,5,1,1,4,4,4,4,3,4,4,0,0,satisfied,8
e20200899,Female,Loyal Customer,63,Personal Travel,Eco,487,2,5,2,3,3,4,5,3,3,2,3,4,3,5,0,0,neutral or dissatisfied,8
e20200900,Female,Loyal Customer,25,Personal Travel,Eco,588,1,3,1,1,4,1,4,4,1,2,1,3,5,4,0,0,neutral or dissatisfied,6
e20200901,Male,Loyal Customer,47,Business travel,Business,393,3,3,3,3,4,4,4,4,4,4,4,4,4,3,0,0,satisfied,3
e20200902,Female,Loyal Customer,23,Business travel,Business,190,1,1,1,1,2,1,2,4,2,3,3,2,1,2,158,156,neutral or dissatisfied,4
e20200903,Female,Loyal Customer,58,Business travel,Eco Plus,862,4,2,2,2,4,3,3,4,4,4,4,1,4,2,0,3,neutral or dissatisfied,7
e20200904,Female,Loyal Customer,49,Personal Travel,Eco Plus,332,3,5,3,2,5,4,5,4,4,3,4,3,4,4,0,0,neutral or dissatisfied,5
e20200905,Female,Loyal Customer,49,Business travel,Business,3465,1,1,1,1,1,4,3,1,1,1,1,3,1,4,0,0,neutral or dissatisfied,5
e20200906,Female,Loyal Customer,16,Personal Travel,Eco,337,2,4,3,2,3,3,1,3,4,5,2,5,5,3,2,0,neutral or dissatisfied,8
e20200907,Male,disloyal Customer,40,Business travel,Eco,639,1,3,1,1,4,1,4,4,2,4,1,2,1,4,0,0,neutral or dissatisfied,9
e20200908,Male,Loyal Customer,58,Business travel,Eco,950,5,4,4,4,5,5,5,5,3,2,4,3,4,5,0,25,satisfied,4
e20200909,Male,Loyal Customer,27,Personal Travel,Eco,689,3,2,3,4,3,3,3,3,4,2,4,2,4,3,0,0,neutral or dissatisfied,5
e20200910,Female,disloyal Customer,29,Business travel,Business,589,4,4,4,3,4,4,4,4,4,5,3,1,4,4,6,2,neutral or dissatisfied,1
e20200911,Male,Loyal Customer,43,Business travel,Business,125,2,2,2,2,5,2,2,5,5,5,5,5,5,5,0,0,satisfied,4
e20200912,Male,Loyal Customer,58,Business travel,Business,2415,2,2,2,2,4,4,5,4,4,4,4,3,4,3,19,19,satisfied,6
e20200913,Male,Loyal Customer,46,Business travel,Eco,451,5,5,5,5,5,5,5,5,5,1,1,3,2,5,88,74,satisfied,5
e20200914,Female,Loyal Customer,38,Business travel,Business,1947,5,5,5,5,3,5,5,5,5,5,5,3,5,5,0,0,satisfied,8
e20200915,Female,Loyal Customer,15,Personal Travel,Eco,2153,1,4,1,1,3,1,1,3,5,2,4,4,5,3,38,2,neutral or dissatisfied,4
e20200916,Female,Loyal Customer,49,Business travel,Eco,612,5,1,1,1,3,2,1,5,5,5,5,3,5,2,0,7,satisfied,8
e20200917,Male,Loyal Customer,49,Business travel,Business,163,2,1,5,1,4,2,3,3,3,3,2,1,3,4,0,0,neutral or dissatisfied,9
e20200918,Female,Loyal Customer,42,Personal Travel,Eco,587,4,4,3,3,4,4,5,3,3,3,3,4,3,3,1,0,neutral or dissatisfied,4
e20200919,Female,Loyal Customer,63,Business travel,Eco Plus,1947,1,5,5,5,3,1,3,1,1,1,1,3,1,1,0,0,neutral or dissatisfied,8
e20200920,Female,Loyal Customer,33,Personal Travel,Eco,546,3,4,4,4,5,4,5,5,1,5,3,1,5,5,80,76,neutral or dissatisfied,4
e20200921,Female,Loyal Customer,55,Business travel,Eco,1438,2,3,3,3,1,4,3,2,2,2,2,4,2,3,65,91,neutral or dissatisfied,3
e20200922,Male,Loyal Customer,29,Personal Travel,Eco,1192,1,5,1,2,3,1,3,3,4,3,4,5,5,3,0,0,neutral or dissatisfied,1
e20200923,Female,Loyal Customer,25,Personal Travel,Eco,594,3,3,3,3,4,3,1,4,4,1,2,1,2,4,0,9,neutral or dissatisfied,5
e20200924,Male,Loyal Customer,45,Business travel,Eco,170,4,5,5,5,4,4,4,4,3,1,3,3,4,4,0,0,satisfied,6
e20200925,Male,Loyal Customer,70,Personal Travel,Eco,679,0,2,0,3,1,0,1,1,3,1,2,3,2,1,0,0,satisfied,3
e20200926,Female,disloyal Customer,25,Business travel,Business,978,5,5,5,1,4,5,4,4,4,5,5,4,4,4,0,0,satisfied,5
e20200927,Female,Loyal Customer,67,Personal Travel,Eco,143,3,1,3,4,2,3,3,2,2,3,2,3,2,2,64,109,neutral or dissatisfied,9
e20200928,Male,Loyal Customer,45,Business travel,Business,2337,1,1,1,1,4,4,5,4,4,4,4,3,4,3,1,10,satisfied,5
e20200929,Female,Loyal Customer,39,Business travel,Business,2358,2,2,2,2,5,5,4,2,2,2,2,5,2,4,1,4,satisfied,5
e20200930,Male,Loyal Customer,41,Business travel,Business,602,2,4,4,4,2,3,3,2,2,2,2,1,2,3,0,0,neutral or dissatisfied,4
e20200931,Female,Loyal Customer,56,Business travel,Business,189,0,5,0,4,5,4,4,5,5,5,5,5,5,4,111,109,satisfied,6
e20200932,Male,Loyal Customer,11,Personal Travel,Eco,301,2,2,2,4,1,2,1,1,1,3,3,4,3,1,2,0,neutral or dissatisfied,2
e20200933,Male,Loyal Customer,19,Business travel,Business,528,4,5,5,5,4,4,4,4,3,4,4,2,3,4,0,0,neutral or dissatisfied,3
e20200934,Female,disloyal Customer,22,Business travel,Eco,214,4,3,3,1,5,3,5,5,5,5,5,4,5,5,2,0,satisfied,5
e20200935,Female,disloyal Customer,27,Business travel,Eco,163,3,3,3,2,2,3,2,2,5,1,1,2,3,2,0,0,neutral or dissatisfied,3
e20200936,Female,Loyal Customer,29,Personal Travel,Eco,1024,5,5,5,1,4,5,4,4,3,2,4,3,5,4,26,22,satisfied,4
e20200937,Female,Loyal Customer,34,Personal Travel,Eco,280,2,5,2,3,3,2,3,3,4,2,5,5,4,3,0,0,neutral or dissatisfied,1
e20200938,Male,Loyal Customer,21,Personal Travel,Eco,605,2,4,2,4,1,2,1,1,3,4,4,5,4,1,32,33,neutral or dissatisfied,2
e20200939,Female,Loyal Customer,51,Business travel,Eco,833,1,2,2,2,3,3,3,1,1,1,1,3,1,4,0,0,neutral or dissatisfied,5
e20200940,Female,Loyal Customer,52,Business travel,Business,3895,4,4,4,4,4,4,4,4,4,4,4,4,4,3,24,5,satisfied,5
e20200941,Male,disloyal Customer,34,Business travel,Business,304,1,0,0,1,2,0,2,2,5,5,4,5,4,2,74,77,neutral or dissatisfied,1
e20200942,Male,Loyal Customer,40,Business travel,Business,429,3,1,2,1,5,4,3,3,3,3,3,4,3,2,25,25,neutral or dissatisfied,9
e20200943,Female,Loyal Customer,33,Business travel,Eco Plus,874,2,1,1,1,2,2,2,2,2,1,3,3,4,2,0,9,neutral or dissatisfied,4
e20200944,Male,Loyal Customer,26,Business travel,Business,3434,0,4,0,5,1,1,1,1,4,2,4,4,2,1,0,0,satisfied,3
e20200945,Female,Loyal Customer,56,Personal Travel,Eco,1972,4,2,4,3,5,3,3,3,3,4,3,3,3,2,0,0,neutral or dissatisfied,6
e20200946,Female,Loyal Customer,28,Personal Travel,Eco,1085,2,5,2,3,4,2,3,4,4,4,5,3,5,4,17,51,neutral or dissatisfied,7
e20200947,Male,Loyal Customer,53,Personal Travel,Eco,214,2,2,2,3,4,2,4,4,3,4,2,4,2,4,0,0,neutral or dissatisfied,7
e20200948,Male,Loyal Customer,56,Personal Travel,Eco,378,3,4,3,4,1,3,1,1,3,3,4,3,4,1,34,33,neutral or dissatisfied,4
e20200949,Male,Loyal Customer,23,Personal Travel,Eco,130,1,4,1,3,5,1,3,5,2,4,3,4,3,5,0,9,neutral or dissatisfied,4
e20200950,Male,Loyal Customer,27,Business travel,Eco,680,2,5,5,5,2,3,2,2,3,2,4,2,3,2,0,0,neutral or dissatisfied,6
e20200951,Male,Loyal Customer,38,Business travel,Eco,308,2,1,3,1,2,2,2,2,2,3,2,3,2,2,0,15,neutral or dissatisfied,9
e20200952,Female,Loyal Customer,23,Personal Travel,Eco,1749,2,1,2,4,1,2,1,1,3,4,3,1,4,1,8,0,neutral or dissatisfied,4
e20200953,Male,Loyal Customer,41,Personal Travel,Eco,337,2,5,5,3,3,5,3,3,3,3,4,3,5,3,66,65,neutral or dissatisfied,6
